ticker,company_name,exchange,pollution_group,year,quarter,time,province,hq_address_raw,state_own_pct,soe_dummy_final,soe_dummy_keyword,state_own_source,ownership_keywords_hit,state_own_pct_fill0_for_desc,has_state_own_pct,total_assets_best,total_liabilities_best,net_income_best,leverage,roa,loss,revenue_net,cogs,gross_profit,profit_before_tax,profit_after_tax,total_revenue,total_expenses,financial_income_net,other_profit,pm25_mean,pm25_std,n_pixels,state_own_share,has_ownership_hit,soe_share10,soe_broad
AAA,Công ty Cổ phần Nhựa An Phát Xanh,HSX,high,2022,3,Q3-2022,Hải Phòng,"\u003c/b\u003e Lô CN11 + CN12, Cụm CN An Đồng, xã Nam Sách, TP Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02203.755.998 Fax 02203.755.113\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003",,0,1,missing,,0.0,0,11277995454.318,4882951646.543,79866172.011,0.432962725186546,0.0070815928534907,0.0,3291406943.915,2972146306.598,308188347.323,104879486.254,76617432.221,,,-18138301.586,-2714271.556,24.5006781223472,3.132682658902556,1178.0,,0,0,0
AAA,Công ty Cổ phần Nhựa An Phát Xanh,HSX,high,2022,4,Q4-2022,Hải Phòng,"\u003c/b\u003e Lô CN11 + CN12, Cụm CN An Đồng, xã Nam Sách, TP Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02203.755.998 Fax 02203.755.113\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003",,0,1,missing,,0.0,0,10781316431.919,4613713019.899,-97726483.611,0.4279359620908363,-0.0090644295831696,1.0,3415845425.613,3372303457.27,34255877.017,-159939726.343,-152754105.708,,,-8471784.32,1400327.053,24.5006781223472,3.132682658902556,1178.0,,0,0,0
AAT,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,HSX,high,2021,1,Q1-2021,Thanh Hóa,"\u003c/b\u003e Số 09, Quốc lộ 1A, Phường Quang Trung, tỉnh Thanh Hóa\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-37) 3770 304 Fax:(84-37) 3772 064\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",,0,1,missing,,0.0,0,656128944.823,222316906.603,8878493.003,0.3388311220791716,0.0135316283072911,0.0,115831425.628,98624825.323,17206600.305,11107839.307,8878493.003,,,-2170559.448,-38892.215,28.03012543027016,2.51628222409253,9587.0,,0,0,0
AAT,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,HSX,high,2021,2,Q2-2021,Thanh Hóa,"\u003c/b\u003e Số 09, Quốc lộ 1A, Phường Quang Trung, tỉnh Thanh Hóa\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-37) 3770 304 Fax:(84-37) 3772 064\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",,0,1,missing,,0.0,0,631851425.283,182091747.363,15947639.7,0.2881876024596176,0.0252395405974706,0.0,188524723.433,162364470.866,26160252.567,19973680.948,15947639.7,,,-2759286.492,-137037.309,28.03012543027016,2.51628222409253,9587.0,,0,0,0
AAT,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,HSX,high,2021,3,Q3-2021,Thanh Hóa,"\u003c/b\u003e Số 09, Quốc lộ 1A, Phường Quang Trung, tỉnh Thanh Hóa\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-37) 3770 304 Fax:(84-37) 3772 064\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",,0,1,missing,,0.0,0,718474812.928,266241639.221,2473495.787,0.3705650280710406,0.0034427035471428,0.0,100941171.983,89058138.299,11883033.684,3191270.358,2473495.787,,,-2403404.981,-397602.499,28.03012543027016,2.51628222409253,9587.0,,0,0,0
AAT,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,HSX,high,2021,4,Q4-2021,Thanh Hóa,"\u003c/b\u003e Số 09, Quốc lộ 1A, Phường Quang Trung, tỉnh Thanh Hóa\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-37) 3770 304 Fax:(84-37) 3772 064\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",,0,1,missing,,0.0,0,976051727.827,307764046.643,1064894.46,0.3153153033478872,0.0010910225653416,0.0,67877676.04,65746994.334,2130681.706,1864363.869,1064894.477,,,-2192877.612,4220224.336,28.03012543027016,2.51628222409253,9587.0,,0,0,0
AAT,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,HSX,high,2022,1,Q1-2022,Thanh Hóa,"\u003c/b\u003e Số 09, Quốc lộ 1A, Phường Quang Trung, tỉnh Thanh Hóa\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-37) 3770 304 Fax:(84-37) 3772 064\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",,0,1,missing,,0.0,0,1237793386.803,569035164.392,21407.935,0.4597174055532131,1.729524105415758e-05,0.0,114596183.383,105258104.577,9338078.806,164262.475,21407.935,,,-3766962.342,-550010.226,27.30192904453948,3.2345273037517708,9587.0,,0,0,0
AAT,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,HSX,high,2022,2,Q2-2022,Thanh Hóa,"\u003c/b\u003e Số 09, Quốc lộ 1A, Phường Quang Trung, tỉnh Thanh Hóa\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-37) 3770 304 Fax:(84-37) 3772 064\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",,0,1,missing,,0.0,0,1099972930.564,342890564.234,88324143.919,0.3117263659008285,0.0802966522764453,0.0,459585336.034,340437962.693,119147373.341,110444587.098,88324143.919,,,-5222374.89,-157628.799,27.30192904453948,3.2345273037517708,9587.0,,0,0,0
AAT,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,HSX,high,2022,3,Q3-2022,Thanh Hóa,"\u003c/b\u003e Số 09, Quốc lộ 1A, Phường Quang Trung, tỉnh Thanh Hóa\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-37) 3770 304 Fax:(84-37) 3772 064\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",,0,1,missing,,0.0,0,1059538048.227,320044956.535,610784.187,0.3020608434690514,0.0005764627216757,0.0,118372033.792,107756512.004,10615521.788,786469.209,610784.187,,,-4583470.585,-75852.651,27.30192904453948,3.2345273037517708,9587.0,,0,0,0
AAT,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,HSX,high,2022,4,Q4-2022,Thanh Hóa,"\u003c/b\u003e Số 09, Quốc lộ 1A, Phường Quang Trung, tỉnh Thanh Hóa\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-37) 3770 304 Fax:(84-37) 3772 064\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",,0,1,missing,,0.0,0,1056917551.882,317022676.267,1369341.229,0.2999502427625444,0.0012955989107775,0.0,269072255.903,253778621.06,15293634.843,1781652.218,1369341.229,,,-7361583.732,362414.895,27.30192904453948,3.2345273037517708,9587.0,,0,0,0
ABR,Công ty Cổ phần Đầu tư Nhãn hiệu Việt,HSX,other,2020,2,Q2-2020,Hồ Chí Minh,"\u003c/b\u003e Tầng 4, Tòa nhà Crescent Residence 3, 109 Tôn Dật Tiên, Phường Tân Mỹ, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 54138366 Số fax: 028 54138370\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",,0,1,missing,,0.0,0,277974311.988,50272697.82,5323636.34,0.1808537539330981,0.0191515406654907,0.0,24373556.832,9141603.417,15231953.415,7774328.341,5323636.34,,,1743903.555,141395.329,25.364072099912228,3.3293764821464613,1709.0,,0,0,0
ABR,Công ty Cổ phần Đầu tư Nhãn hiệu Việt,HSX,other,2021,1,Q1-2021,Hồ Chí Minh,"\u003c/b\u003e Tầng 4, Tòa nhà Crescent Residence 3, 109 Tôn Dật Tiên, Phường Tân Mỹ, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 54138366 Số fax: 028 54138370\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",,0,1,missing,,0.0,0,299039661.264,58587078.947,4012160.297,0.195917420115313,0.0134168166190435,0.0,21889770.042,11756375.455,10133394.587,5453504.284,4012160.297,,,1503900.679,59235.309,25.665945911351667,3.630130232867813,1709.0,,0,0,0
ABR,Công ty Cổ phần Đầu tư Nhãn hiệu Việt,HSX,other,2021,2,Q2-2021,Hồ Chí Minh,"\u003c/b\u003e Tầng 4, Tòa nhà Crescent Residence 3, 109 Tôn Dật Tiên, Phường Tân Mỹ, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 54138366 Số fax: 028 54138370\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",,0,1,missing,,0.0,0,296710286.777,51675974.527,4581729.933,0.1741630702741302,0.0154417630166072,0.0,23266976.914,12048293.606,11218683.308,6185371.79,4581729.933,,,1510650.241,115430.536,25.665945911351667,3.630130232867813,1709.0,,0,0,0
ABR,Công ty Cổ phần Đầu tư Nhãn hiệu Việt,HSX,other,2021,3,Q3-2021,Hồ Chí Minh,"\u003c/b\u003e Tầng 4, Tòa nhà Crescent Residence 3, 109 Tôn Dật Tiên, Phường Tân Mỹ, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 54138366 Số fax: 028 54138370\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",,0,1,missing,,0.0,0,314438450.157,64776783.373,4384255.463,0.2060078318687068,0.0139431276957729,0.0,22237525.632,12015466.423,10222059.209,6004543.255,4384255.463,,,1596334.349,59161.16,25.665945911351667,3.630130232867813,1709.0,,0,0,0
ABR,Công ty Cổ phần Đầu tư Nhãn hiệu Việt,HSX,other,2021,4,Q4-2021,Hồ Chí Minh,"\u003c/b\u003e Tầng 4, Tòa nhà Crescent Residence 3, 109 Tôn Dật Tiên, Phường Tân Mỹ, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 54138366 Số fax: 028 54138370\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",,0,1,missing,,0.0,0,315314957.213,59835049.423,5818241.006,0.1897628008257804,0.0184521567179247,0.0,23133392.547,10878488.227,12254904.32,7874734.489,5818241.006,,,1726465.328,64327.78,25.665945911351667,3.630130232867813,1709.0,,0,0,0
ABR,Công ty Cổ phần Đầu tư Nhãn hiệu Việt,HSX,other,2022,1,Q1-2022,Hồ Chí Minh,"\u003c/b\u003e Tầng 4, Tòa nhà Crescent Residence 3, 109 Tôn Dật Tiên, Phường Tân Mỹ, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 54138366 Số fax: 028 54138370\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",,0,1,missing,,0.0,0,330313411.43,68765830.912,5782415.933,0.2081835872612543,0.0175058466683706,0.0,23560111.457,12513216.357,11046895.1,7707122.478,5782415.933,,,2260775.726,38938.062,27.607957870099472,3.4794180108980104,1709.0,,0,0,0
ABR,Công ty Cổ phần Đầu tư Nhãn hiệu Việt,HSX,other,2022,2,Q2-2022,Hồ Chí Minh,"\u003c/b\u003e Tầng 4, Tòa nhà Crescent Residence 3, 109 Tôn Dật Tiên, Phường Tân Mỹ, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 54138366 Số fax: 028 54138370\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",,0,1,missing,,0.0,0,344739709.731,77483078.269,5709050.944,0.2247582047610933,0.0165604680367537,0.0,24184516.605,12876365.41,11308151.195,7596686.75,5709050.944,,,2128387.518,75708.81,27.607957870099472,3.4794180108980104,1709.0,,0,0,0
ABR,Công ty Cổ phần Đầu tư Nhãn hiệu Việt,HSX,other,2022,3,Q3-2022,Hồ Chí Minh,"\u003c/b\u003e Tầng 4, Tòa nhà Crescent Residence 3, 109 Tôn Dật Tiên, Phường Tân Mỹ, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 54138366 Số fax: 028 54138370\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",,0,1,missing,,0.0,0,367923422.408,92204904.633,8581208.557,0.2506089556069402,0.0233233549004229,0.0,27746843.402,13052331.45,14694511.952,11234192.771,8581208.557,,,2588311.134,64607.965,27.607957870099472,3.4794180108980104,1709.0,,0,0,0
ABR,Công ty Cổ phần Đầu tư Nhãn hiệu Việt,HSX,other,2022,4,Q4-2022,Hồ Chí Minh,"\u003c/b\u003e Tầng 4, Tòa nhà Crescent Residence 3, 109 Tôn Dật Tiên, Phường Tân Mỹ, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 54138366 Số fax: 028 54138370\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",,0,1,missing,,0.0,0,373492092.602,88653402.738,9120172.089,0.2373635332421098,0.0244186483988527,0.0,28715704.174,12640635.075,16075069.099,12196400.191,9120172.089,,,3045665.124,101751.27,27.607957870099472,3.4794180108980104,1709.0,,0,0,0
ABS,Công ty cổ phần Dịch vụ Nông nghiệp Bình Thuận,HSX,low,2020,1,Q1-2020,Lâm Đồng,"\u003c/b\u003e Số 03 Nguyễn Du, Phường Phan Thiết, Tỉnh Lâm Đồng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84) 2523 816 823 Fax: +84 2523 814 599\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",,0,1,missing,,0.0,0,619555581.481,214504378.571,1623548.11,0.3462229781842071,0.0026205043720517,0.0,112752408.64,104640398.043,-1.0,2029435.137,1623548.11,,,-1661817.855,13705.279,18.713573100135484,0.8486924534354368,8119.0,,0,0,0
ABS,Công ty cổ phần Dịch vụ Nông nghiệp Bình Thuận,HSX,low,2020,2,Q2-2020,Lâm Đồng,"\u003c/b\u003e Số 03 Nguyễn Du, Phường Phan Thiết, Tỉnh Lâm Đồng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84) 2523 816 823 Fax: +84 2523 814 599\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",,0,1,missing,,0.0,0,655136953.498,257668550.61,6049849.978,0.3933048643252675,0.0092344813488199,0.0,142305732.175,129157729.036,-1.0,7562312.473,6049849.978,,,-1803024.164,1290431.834,18.713573100135484,0.8486924534354368,8119.0,,0,0,0
ABS,Công ty cổ phần Dịch vụ Nông nghiệp Bình Thuận,HSX,low,2020,3,Q3-2020,Lâm Đồng,"\u003c/b\u003e Số 03 Nguyễn Du, Phường Phan Thiết, Tỉnh Lâm Đồng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84) 2523 816 823 Fax: +84 2523 814 599\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",,0,1,missing,,0.0,0,558822325.937,158975895.632,3145376.781,0.2844837943176996,0.0056285810981621,0.0,103789895.829,95321047.855,-1.0,3931496.135,3145376.781,,,-1840778.876,1229493.226,18.713573100135484,0.8486924534354368,8119.0,,0,0,0
ABS,Công ty cổ phần Dịch vụ Nông nghiệp Bình Thuận,HSX,low,2020,4,Q4-2020,Lâm Đồng,"\u003c/b\u003e Số 03 Nguyễn Du, Phường Phan Thiết, Tỉnh Lâm Đồng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84) 2523 816 823 Fax: +84 2523 814 599\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",,0,1,missing,,0.0,0,1170618057.515,732805244.851,39617441.235,0.6259985826688906,0.0338431830780915,0.0,749773424.114,692212055.512,-1.0,49781662.956,39617441.235,,,-2129230.597,-411750.471,18.713573100135484,0.8486924534354368,8119.0,,0,0,0
ABS,Công ty cổ phần Dịch vụ Nông nghiệp Bình Thuận,HSX,low,2021,1,Q1-2021,Lâm Đồng,"\u003c/b\u003e Số 03 Nguyễn Du, Phường Phan Thiết, Tỉnh Lâm Đồng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84) 2523 816 823 Fax: +84 2523 814 599\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",,0,1,missing,,0.0,0,1627786710.263,722271795.366,2067254.499,0.4437140264213751,0.0012699787299934,0.0,131398890.146,117090924.027,-1.0,2584068.124,2067254.499,,,-7971139.169,87654.114,19.75505565648479,0.9733769683153678,8119.0,,0,0,0
ABS,Công ty cổ phần Dịch vụ Nông nghiệp Bình Thuận,HSX,low,2021,2,Q2-2021,Lâm Đồng,"\u003c/b\u003e Số 03 Nguyễn Du, Phường Phan Thiết, Tỉnh Lâm Đồng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84) 2523 816 823 Fax: +84 2523 814 599\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",,0,1,missing,,0.0,0,1637948026.259,728445166.691,6383428.044,0.4447303302747256,0.0038972103764363,0.0,427761984.21,407080664.528,-1.0,8103014.305,6383428.044,,,-7957445.096,-211230.577,19.75505565648479,0.9733769683153678,8119.0,,0,0,0
ABS,Công ty cổ phần Dịch vụ Nông nghiệp Bình Thuận,HSX,low,2021,3,Q3-2021,Lâm Đồng,"\u003c/b\u003e Số 03 Nguyễn Du, Phường Phan Thiết, Tỉnh Lâm Đồng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84) 2523 816 823 Fax: +84 2523 814 599\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",,0,1,missing,,0.0,0,1717387565.547,804149589.834,3735116.145,0.4682400210449134,0.0021748824900862,0.0,153140717.704,147151854.618,-1.0,4545165.931,3735116.145,,,1423015.634,300008.82,19.75505565648479,0.9733769683153678,8119.0,,0,0,0
ABS,Công ty cổ phần Dịch vụ Nông nghiệp Bình Thuận,HSX,low,2021,4,Q4-2021,Lâm Đồng,"\u003c/b\u003e Số 03 Nguyễn Du, Phường Phan Thiết, Tỉnh Lâm Đồng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84) 2523 816 823 Fax: +84 2523 814 599\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",,0,1,missing,,0.0,0,1593088291.723,666413502.417,53436813.593,0.4183154856384277,0.0335429077412938,0.0,484447597.001,466947163.853,-1.0,67016135.303,53436813.593,,,53995660.023,-72635.274,19.75505565648479,0.9733769683153678,8119.0,,0,0,0
